"category","sub_category","zh","en","slug","priority","status","source_key"
"编程基础与计算机概念","数据结构","栈","Stack","stack-data-structure","P1","candidate","PYTHON"
"编程基础与计算机概念","数据结构","树","Tree","tree-data-structure","P1","candidate","PYTHON"
"编程基础与计算机概念","数据结构","二叉树","Binary Tree","binary-tree","P2","candidate","PYTHON"
"编程基础与计算机概念","数据结构","堆","Heap","heap-data-structure","P2","candidate","PYTHON"
"编程基础与计算机概念","数据结构","链表","Linked List","linked-list","P2","candidate","PYTHON"
"编程基础与计算机概念","数据结构","字典树","Trie","trie","P2","candidate","PYTHON"
"编程基础与计算机概念","算法","算法","Algorithm","algorithm","P0","candidate","PYTHON"
"编程基础与计算机概念","算法","大 O 记号","Big O Notation","big-o-notation","P1","candidate","PYTHON"
"编程基础与计算机概念","算法","二分查找","Binary Search","binary-search","P1","candidate","PYTHON"
"编程基础与计算机概念","算法","排序算法","Sorting Algorithm","sorting-algorithm","P1","candidate","PYTHON"
"编程基础与计算机概念","算法","空间复杂度","Space Complexity","space-complexity","P1","candidate","PYTHON"
"编程基础与计算机概念","算法","时间复杂度","Time Complexity","time-complexity","P1","candidate","PYTHON"
"编程基础与计算机概念","异步编程","异步执行","Asynchronous Execution","asynchronous-execution","P0","candidate","ECMASCRIPT"
"编程基础与计算机概念","异步编程","同步执行","Synchronous Execution","synchronous-execution","P0","candidate","ECMASCRIPT"
"编程基础与计算机概念","异步编程","协程","Coroutine","coroutine","P1","candidate","PYTHON"
"编程基础与计算机概念","异步编程","死锁","Deadlock","deadlock","P1","candidate","PYTHON"
"编程基础与计算机概念","异步编程","竞态条件","Race Condition","race-condition","P1","candidate","PYTHON"
"编程基础与计算机概念","异步编程","线程池","Thread Pool","thread-pool","P1","candidate","NODE"
"编程基础与计算机概念","异步编程","互斥锁","Mutex","mutex","P2","candidate","PYTHON"
"编程基础与计算机概念","异步编程","进程池","Process Pool","process-pool","P2","candidate","PYTHON"
"编程基础与计算机概念","异步编程","信号量","Semaphore","semaphore","P2","candidate","PYTHON"
"编程基础与计算机概念","运行时","内存泄漏","Memory Leak","memory-leak","P0","candidate","NODE"
"编程基础与计算机概念","运行时","确定性","Determinism","determinism","P1","candidate","ECMASCRIPT"
"编程基础与计算机概念","运行时","垃圾回收","Garbage Collection","garbage-collection","P1","candidate","PYTHON"
"编程基础与计算机概念","运行时","栈溢出","Stack Overflow","stack-overflow","P1","candidate","PYTHON"
"编程基础与计算机概念","运行时","虚拟机","Virtual Machine","virtual-machine","P1","candidate","CNCF"
"编程基础与计算机概念","运行时","应用二进制接口","Application Binary Interface","abi","P2","candidate","PYTHON"
"编程基础与计算机概念","运行时","字节码","Bytecode","bytecode","P2","candidate","PYTHON"
"编程基础与计算机概念","运行时","即时编译","JIT Compilation","jit-compilation","P2","candidate","ECMASCRIPT"
"编程基础与计算机概念","运行时","机器码","Machine Code","machine-code","P2","candidate","PYTHON"
"编程基础与计算机概念","运行时","非确定性","Nondeterminism","nondeterminism","P2","candidate","ECMASCRIPT"
"编程基础与计算机概念","作用域","调用栈","Call Stack","call-stack","P0","candidate","ECMASCRIPT"
"编程基础与计算机概念","作用域","闭包","Closure","closure","P0","candidate","ECMASCRIPT"
"编程基础与计算机概念","作用域","执行上下文","Execution Context","execution-context","P1","candidate","ECMASCRIPT"
"编程基础与计算机概念","作用域","词法作用域","Lexical Scope","lexical-scope","P1","candidate","ECMASCRIPT"
"测试、质量与安全","安全基础","补丁管理","Patch Management","patch-management","P0","candidate","OWASP_ASVS"
"测试、质量与安全","安全基础","渗透测试","Penetration Testing","penetration-testing","P0","candidate","OWASP_ASVS"
"测试、质量与安全","安全基础","安全审计","Security Audit","security-audit","P0","candidate","OWASP_ASVS"
"测试、质量与安全","安全基础","安全控制","Security Control","security-control","P0","candidate","OWASP_ASVS"
"测试、质量与安全","安全基础","纵深防御","Defense in Depth","defense-in-depth","P1","candidate","OWASP_ASVS"
"测试、质量与安全","安全基础","利用程序","Exploit","exploit","P1","candidate","OWASP_ASVS"
"测试、质量与安全","安全基础","漏洞管理","Vulnerability Management","vulnerability-management","P1","candidate","OWASP_ASVS"
"测试、质量与安全","安全基础","零日漏洞","Zero-day Vulnerability","zero-day-vulnerability","P1","candidate","OWASP_ASVS"
"测试、质量与安全","安全基础","零信任","Zero Trust","zero-trust","P1","candidate","CNCF"
"测试、质量与安全","安全检测","动态应用安全测试","Dynamic Application Security Testing","dast","P0","candidate","OWASP_ASVS"
"测试、质量与安全","安全检测","依赖扫描","Dependency Scanning","dependency-scanning","P0","candidate","GITHUB"
"测试、质量与安全","安全检测","静态应用安全测试","Static Application Security Testing","sast","P0","candidate","OWASP_ASVS"
"测试、质量与安全","安全检测","密钥扫描","Secret Scanning","secret-scanning","P0","candidate","GITHUB"
"测试、质量与安全","安全检测","软件物料清单","Software Bill of Materials","sbom","P1","candidate","OWASP_ASVS"
"测试、质量与安全","安全检测","软件组成分析","Software Composition Analysis","sca","P1","candidate","OWASP_ASVS"
"测试、质量与安全","安全检测","通用漏洞评分系统","Common Vulnerability Scoring System","cvss","P2","candidate","OWASP_ASVS"
"测试、质量与安全","安全检测","通用弱点枚举","Common Weakness Enumeration","cwe","P2","candidate","OWASP_ASVS"
"测试、质量与安全","安全头","内容安全策略随机数","CSP Nonce","csp-nonce","P1","candidate","OWASP_ASVS"
"测试、质量与安全","安全头","严格传输安全","HTTP Strict Transport Security","hsts","P1","candidate","OWASP_ASVS"
"测试、质量与安全","安全头","引用来源策略","Referrer-Policy","referrer-policy","P1","candidate","OWASP_ASVS"
"测试、质量与安全","安全头","内容类型嗅探保护","X-Content-Type-Options","x-content-type-options","P1","candidate","OWASP_ASVS"
"测试、质量与安全","安全头","框架嵌入保护","X-Frame-Options","x-frame-options","P1","candidate","OWASP_ASVS"
"测试、质量与安全","安全头","内容安全策略哈希","CSP Hash","csp-hash","P2","candidate","OWASP_ASVS"
"测试、质量与安全","测试方法","混沌工程","Chaos Engineering","chaos-engineering","P1","candidate","CNCF"
"测试、质量与安全","测试方法","模糊测试","Fuzz Testing","fuzz-testing","P1","candidate","OWASP_ASVS"
"测试、质量与安全","测试方法","黄金文件测试","Golden Test","golden-test","P1","candidate","VITEST"
"测试、质量与安全","测试方法","不变量","Invariant","invariant","P1","candidate","VITEST"
"测试、质量与安全","测试方法","属性测试","Property-based Testing","property-based-testing","P1","candidate","VITEST"
"测试、质量与安全","测试方法","韧性测试","Resilience Testing","resilience-testing","P1","candidate","AWS_WAF"
"测试、质量与安全","测试方法","测试替身","Test Double","test-double","P1","candidate","VITEST"
"测试、质量与安全","测试方法","消费者驱动契约","Consumer-driven Contract","consumer-driven-contract","P2","candidate","PLAYWRIGHT"
"测试、质量与安全","测试设计","准备执行断言","Arrange Act Assert","arrange-act-assert","P1","candidate","VITEST"
"测试、质量与安全","测试设计","假如当那么","Given When Then","given-when-then","P1","candidate","PLAYWRIGHT"
"测试、质量与安全","测试设计","测试预言机","Test Oracle","test-oracle","P2","candidate","VITEST"
"测试、质量与安全","缺陷管理","实际结果","Actual Result","actual-result","P0","candidate","PRODUCT"
"测试、质量与安全","缺陷管理","缺陷","Bug","bug","P0","candidate","PRODUCT"
"测试、质量与安全","缺陷管理","缺陷优先级","Bug Priority","bug-priority","P0","candidate","PRODUCT"
"测试、质量与安全","缺陷管理","缺陷严重程度","Bug Severity","bug-severity","P0","candidate","PRODUCT"
"测试、质量与安全","缺陷管理","预期结果","Expected Result","expected-result","P0","candidate","PRODUCT"
"测试、质量与安全","缺陷管理","复现步骤","Reproduction Steps","reproduction-steps","P0","candidate","PRODUCT"
"测试、质量与安全","缺陷管理","根因分析","Root Cause Analysis","root-cause-analysis","P0","candidate","PRODUCT"
"测试、质量与安全","缺陷管理","缺陷生命周期","Bug Lifecycle","bug-lifecycle","P1","candidate","PRODUCT"
"测试、质量与安全","性能测试","浸泡测试","Soak Testing","soak-testing","P1","candidate","PLAYWRIGHT"
"测试、质量与安全","性能测试","尖峰测试","Spike Testing","spike-testing","P1","candidate","PLAYWRIGHT"
"测试、质量与安全","自动化测试","自动等待","Auto-waiting","auto-waiting","P0","candidate","PLAYWRIGHT"
"测试、质量与安全","自动化测试","测试编号","Test ID","test-id","P0","candidate","PLAYWRIGHT"
"测试、质量与安全","自动化测试","定位器","Locator","test-locator","P0","candidate","PLAYWRIGHT"
"测试、质量与安全","自动化测试","测试计划","Test Plan","test-plan","P0","candidate","PRODUCT"
"测试、质量与安全","自动化测试","测试前置","Test Setup","test-setup","P0","candidate","VITEST"
"测试、质量与安全","自动化测试","测试套件","Test Suite","test-suite","P0","candidate","VITEST"
"测试、质量与安全","自动化测试","测试清理","Test Teardown","test-teardown","P0","candidate","VITEST"
"测试、质量与安全","自动化测试","页面对象模型","Page Object Model","page-object-model","P1","candidate","PLAYWRIGHT"
"测试、质量与安全","自动化测试","参数化测试","Parameterized Test","parameterized-test","P1","candidate","VITEST"
"测试、质量与安全","自动化测试","表驱动测试","Table-driven Test","table-driven-test","P1","candidate","VITEST"
"测试、质量与安全","Web 安全","暴力破解","Brute-force Attack","brute-force-attack","P0","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","拒绝服务","Denial of Service","denial-of-service","P0","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","路径遍历","Path Traversal","path-traversal","P0","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","权限提升","Privilege Escalation","privilege-escalation","P0","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","对象级授权缺失","Broken Object Level Authorization","bola","P1","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","点击劫持","Clickjacking","clickjacking","P1","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","撞库","Credential Stuffing","credential-stuffing","P1","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","CSRF 令牌","CSRF Token","csrf-token","P1","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","分布式拒绝服务","Distributed Denial of Service","ddos","P1","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","DOM 型 XSS","DOM-based Cross-site Scripting","dom-xss","P1","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","不安全直接对象引用","Insecure Direct Object Reference","idor","P1","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","不安全反序列化","Insecure Deserialization","insecure-deserialization","P1","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","开放重定向","Open Redirect","open-redirect","P1","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","反射型 XSS","Reflected Cross-site Scripting","reflected-xss","P1","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","会话固定","Session Fixation","session-fixation","P1","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","会话劫持","Session Hijacking","session-hijacking","P1","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","存储型 XSS","Stored Cross-site Scripting","stored-xss","P1","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","批量赋值漏洞","Mass Assignment","mass-assignment","P2","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","原型污染","Prototype Pollution","prototype-pollution","P2","candidate","OWASP_ASVS"
"测试、质量与安全","Web 安全","XML 外部实体注入","XML External Entity Injection","xxe","P2","candidate","OWASP_ASVS"
"产品、设计与体验","表单体验","错误信息","Error Message","error-message-ui","P0","candidate","PRODUCT"
"产品、设计与体验","表单体验","字段标签","Field Label","field-label","P0","candidate","MATERIAL"
"产品、设计与体验","表单体验","辅助文字","Helper Text","helper-text","P0","candidate","MATERIAL"
"产品、设计与体验","表单体验","行内校验","Inline Validation","inline-validation","P0","candidate","PRODUCT"
"产品、设计与体验","表单体验","占位符","Placeholder","placeholder-ui","P0","candidate","MATERIAL"
"产品、设计与体验","表单体验","必填字段","Required Field","required-field","P0","candidate","PRODUCT"
"产品、设计与体验","表单体验","可选字段","Optional Field","optional-field","P1","candidate","PRODUCT"
"产品、设计与体验","导航模式","轮播图","Carousel","carousel","P0","candidate","WAI_APG"
"产品、设计与体验","导航模式","无限滚动","Infinite Scroll","infinite-scroll","P0","candidate","WAI_APG"
"产品、设计与体验","导航模式","步骤条","Stepper","stepper","P0","candidate","MATERIAL"
"产品、设计与体验","反馈组件","头像","Avatar","avatar-ui","P0","candidate","MATERIAL"
"产品、设计与体验","反馈组件","徽标","Badge","badge-ui","P0","candidate","MATERIAL"
"产品、设计与体验","反馈组件","横幅","Banner","banner-ui","P0","candidate","MATERIAL"
"产品、设计与体验","反馈组件","进度条","Progress Bar","progress-bar","P0","candidate","MATERIAL"
"产品、设计与体验","反馈组件","加载指示器","Spinner","spinner","P0","candidate","MATERIAL"
"产品、设计与体验","反馈组件","标签胶囊","Chip","chip-ui","P1","candidate","MATERIAL"
"产品、设计与体验","反馈组件","数值表","Meter","meter-ui","P1","candidate","WAI_APG"
"产品、设计与体验","浮层","警告对话框","Alert Dialog","alert-dialog","P0","candidate","WAI_APG"
"产品、设计与体验","浮层","模态对话框","Modal Dialog","modal-dialog","P0","candidate","WAI_APG"
"产品、设计与体验","浮层","气泡浮层","Popover","popover-ui","P0","candidate","MATERIAL"
"产品、设计与体验","浮层","底部弹层","Bottom Sheet","bottom-sheet","P1","candidate","MATERIAL"
"产品、设计与体验","基础控件","按钮","Button","button-ui","P0","candidate","WAI_APG"
"产品、设计与体验","基础控件","复选框","Checkbox","checkbox","P0","candidate","WAI_APG"
"产品、设计与体验","基础控件","日期选择器","Date Picker","date-picker","P0","candidate","WAI_APG"
"产品、设计与体验","基础控件","文件上传","File Upload","file-upload","P0","candidate","MATERIAL"
"产品、设计与体验","基础控件","图标按钮","Icon Button","icon-button","P0","candidate","MATERIAL"
"产品、设计与体验","基础控件","单选按钮","Radio Button","radio-button","P0","candidate","WAI_APG"
"产品、设计与体验","基础控件","选择器","Select","select-ui","P0","candidate","WAI_APG"
"产品、设计与体验","基础控件","滑块","Slider","slider-ui","P0","candidate","WAI_APG"
"产品、设计与体验","基础控件","开关","Switch","switch-ui","P0","candidate","WAI_APG"
"产品、设计与体验","基础控件","文本输入框","Text Input","text-input","P0","candidate","WAI_APG"
"产品、设计与体验","基础控件","多行文本框","Textarea","textarea","P0","candidate","WAI_APG"
"产品、设计与体验","基础控件","时间选择器","Time Picker","time-picker","P1","candidate","MATERIAL"
"产品、设计与体验","交互状态","禁用状态","Disabled State","disabled-state","P0","candidate","MATERIAL"
"产品、设计与体验","交互状态","焦点状态","Focus State","focus-state","P0","candidate","MATERIAL"
"产品、设计与体验","交互状态","悬停状态","Hover State","hover-state","P0","candidate","MATERIAL"
"产品、设计与体验","交互状态","按下状态","Pressed State","pressed-state","P0","candidate","MATERIAL"
"产品、设计与体验","交互状态","只读状态","Read-only State","read-only-state","P0","candidate","MATERIAL"
"产品、设计与体验","交互状态","选中状态","Selected State","selected-state","P0","candidate","MATERIAL"
"产品、设计与体验","流程体验","确认对话框","Confirmation Dialog","confirmation-dialog","P0","candidate","PRODUCT"
"产品、设计与体验","流程体验","破坏性操作","Destructive Action","destructive-action","P0","candidate","PRODUCT"
"产品、设计与体验","流程体验","首次使用引导","Onboarding","onboarding","P0","candidate","PRODUCT"
"产品、设计与体验","流程体验","功能导览","Product Tour","product-tour","P0","candidate","PRODUCT"
"产品、设计与体验","流程体验","撤销","Undo","undo","P0","candidate","PRODUCT"
"产品、设计与体验","流程体验","教练标记","Coach Mark","coach-mark","P1","candidate","PRODUCT"
"产品、设计与体验","容器","信息披露控件","Disclosure","disclosure-ui","P1","candidate","WAI_APG"
"产品、设计与体验","容器","工具栏","Toolbar","toolbar-ui","P1","candidate","WAI_APG"
"产品、设计与体验","容器","树形视图","Tree View","tree-view","P1","candidate","WAI_APG"
"产品、设计与体验","容器","树形表格","Tree Grid","tree-grid","P2","candidate","WAI_APG"
"产品、设计与体验","容器","分隔面板","Window Splitter","window-splitter","P2","candidate","WAI_APG"
"产品、设计与体验","设计原则","认知负荷","Cognitive Load","cognitive-load","P0","candidate","PRODUCT"
"产品、设计与体验","设计原则","可发现性","Discoverability","discoverability","P0","candidate","PRODUCT"
"产品、设计与体验","设计原则","错误预防","Error Prevention","error-prevention","P0","candidate","PRODUCT"
"产品、设计与体验","设计原则","即时反馈","Immediate Feedback","immediate-feedback","P0","candidate","PRODUCT"
"产品、设计与体验","设计原则","一致性原则","Principle of Consistency","principle-of-consistency","P0","candidate","PRODUCT"
"产品、设计与体验","设计原则","视觉对齐","Visual Alignment","visual-alignment","P0","candidate","PRODUCT"
"产品、设计与体验","设计原则","留白","Whitespace","whitespace","P0","candidate","PRODUCT"
"产品、设计与体验","设计原则","费茨定律","Fitts Law","fitts-law","P1","candidate","PRODUCT"
"产品、设计与体验","设计原则","格式塔原则","Gestalt Principles","gestalt-principles","P1","candidate","PRODUCT"
"产品、设计与体验","设计原则","希克定律","Hick Law","hick-law","P1","candidate","PRODUCT"
"产品、设计与体验","设计原则","接近性原则","Principle of Proximity","principle-of-proximity","P1","candidate","PRODUCT"
"产品、设计与体验","设计原则","识别优于回忆","Recognition over Recall","recognition-over-recall","P1","candidate","PRODUCT"
"产品、设计与体验","设计原则","指示符","Signifier","signifier","P1","candidate","PRODUCT"
"产品、设计与体验","无障碍","无障碍名称","Accessible Name","accessible-name","P0","candidate","WAI_APG"
"产品、设计与体验","无障碍","无障碍角色","Accessible Role","accessible-role","P0","candidate","WAI_APG"
"产品、设计与体验","无障碍","替代文本","Alternative Text","alternative-text","P0","candidate","WAI_APG"
"产品、设计与体验","无障碍","焦点圈","Focus Ring","focus-ring","P0","candidate","WAI_APG"
"产品、设计与体验","无障碍","键盘导航","Keyboard Navigation","keyboard-navigation","P0","candidate","WAI_APG"
"产品、设计与体验","无障碍","屏幕阅读器","Screen Reader","screen-reader","P0","candidate","WAI_APG"
"产品、设计与体验","无障碍","焦点陷阱","Focus Trap","focus-trap","P1","candidate","WAI_APG"
"产品、设计与体验","无障碍","实时区域","Live Region","live-region","P1","candidate","WAI_APG"
"产品、设计与体验","无障碍","跳转链接","Skip Link","skip-link","P1","candidate","WAI_APG"
"产品、设计与体验","选择与搜索","自动补全","Autocomplete","autocomplete","P0","candidate","WAI_APG"
"产品、设计与体验","选择与搜索","组合框","Combobox","combobox","P0","candidate","WAI_APG"
"产品、设计与体验","选择与搜索","上下文菜单","Context Menu","context-menu","P0","candidate","WAI_APG"
"产品、设计与体验","选择与搜索","菜单按钮","Menu Button","menu-button","P0","candidate","WAI_APG"
"产品、设计与体验","选择与搜索","列表框","Listbox","listbox","P1","candidate","WAI_APG"
"产品、设计与体验","页面结构","卡片","Card","card-ui","P0","candidate","MATERIAL"
"产品、设计与体验","页面结构","数据表格","Data Table","data-table","P0","candidate","WAI_APG"
"产品、设计与体验","页面结构","首屏主视觉","Hero Section","hero-section","P0","candidate","MATERIAL"
"产品、设计与体验","页面结构","列表组件","List Pattern","list-ui","P0","candidate","WAI_APG"
"产品、设计与体验","页面结构","导航栏","Navigation Bar","navigation-bar","P0","candidate","WAI_APG"
"产品、设计与体验","页面结构","页脚","Footer","page-footer","P0","candidate","WAI_APG"
"产品、设计与体验","页面结构","页眉","Header","page-header","P0","candidate","WAI_APG"
"产品、设计与体验","页面结构","侧边栏","Sidebar","sidebar","P0","candidate","WAI_APG"
"架构、云原生与运维","部署拓扑","滚动部署","Rolling Deployment","rolling-deployment","P0","candidate","K8S"
"架构、云原生与运维","部署拓扑","零停机部署","Zero-downtime Deployment","zero-downtime-deployment","P0","candidate","CNCF"
"架构、云原生与运维","部署拓扑","多区域","Multi-region","multi-region","P1","candidate","AWS_WAF"
"架构、云原生与运维","部署拓扑","双活","Active Active","active-active","P2","candidate","AWS_WAF"
"架构、云原生与运维","部署拓扑","主备","Active Passive","active-passive","P2","candidate","AWS_WAF"
"架构、云原生与运维","弹性模式","故障转移","Failover","failover","P0","candidate","AWS_WAF"
"架构、云原生与运维","弹性模式","优雅降级","Graceful Degradation","graceful-degradation","P0","candidate","AWS_WAF"
"架构、云原生与运维","弹性模式","舱壁模式","Bulkhead Pattern","bulkhead-pattern","P1","candidate","AWS_WAF"
"架构、云原生与运维","弹性模式","负载卸载","Load Shedding","load-shedding","P1","candidate","AWS_WAF"
"架构、云原生与运维","分布式系统","后台工作者","Background Worker","background-worker","P0","candidate","CNCF"
"架构、云原生与运维","分布式系统","服务发现","Service Discovery","service-discovery","P0","candidate","CNCF"
"架构、云原生与运维","分布式系统","控制平面","Control Plane","control-plane","P1","candidate","CNCF"
"架构、云原生与运维","分布式系统","数据平面","Data Plane","data-plane","P1","candidate","CNCF"
"架构、云原生与运维","分布式系统","分布式锁","Distributed Lock","distributed-lock","P1","candidate","CNCF"
"架构、云原生与运维","分布式系统","出口流量","Egress Traffic","egress-traffic","P1","candidate","CNCF"
"架构、云原生与运维","分布式系统","事件总线","Event Bus","event-bus","P1","candidate","CNCF"
"架构、云原生与运维","分布式系统","入口流量","Ingress Traffic","ingress-traffic","P1","candidate","CNCF"
"架构、云原生与运维","分布式系统","任务调度器","Job Scheduler","job-scheduler","P1","candidate","K8S"
"架构、云原生与运维","分布式系统","服务网格","Service Mesh","service-mesh","P1","candidate","CNCF"
"架构、云原生与运维","分布式系统","边车模式","Sidecar Pattern","sidecar-pattern","P1","candidate","CNCF"
"架构、云原生与运维","分布式系统","分布式共识","Distributed Consensus","distributed-consensus","P2","candidate","CNCF"
"架构、云原生与运维","分布式系统","领导者选举","Leader Election","leader-election","P2","candidate","K8S"
"架构、云原生与运维","分布式系统","法定人数","Quorum","quorum","P2","candidate","CNCF"
"架构、云原生与运维","缓存模式","旁路缓存","Cache-aside Pattern","cache-aside-pattern","P1","candidate","CNCF"
"架构、云原生与运维","缓存模式","写回缓存","Write-behind Cache","write-behind-cache","P2","candidate","CNCF"
"架构、云原生与运维","缓存模式","写穿缓存","Write-through Cache","write-through-cache","P2","candidate","CNCF"
"架构、云原生与运维","基础设施","配置漂移","Configuration Drift","configuration-drift","P1","candidate","TERRAFORM"
"架构、云原生与运维","基础设施","期望状态","Desired State","desired-state","P1","candidate","K8S"
"架构、云原生与运维","基础设施","不可变基础设施","Immutable Infrastructure","immutable-infrastructure","P1","candidate","CNCF"
"架构、云原生与运维","基础设施","调谐循环","Reconciliation Loop","reconciliation-loop","P1","candidate","K8S"
"架构、云原生与运维","可观测性","日志级别","Log Level","log-level","P0","candidate","OTEL"
"架构、云原生与运维","可观测性","结构化日志","Structured Logging","structured-logging","P0","candidate","OTEL"
"架构、云原生与运维","可观测性","遥测","Telemetry","telemetry","P0","candidate","OTEL"
"架构、云原生与运维","可观测性","自动插桩","Auto-instrumentation","auto-instrumentation","P1","candidate","OTEL"
"架构、云原生与运维","可观测性","插桩","Instrumentation","instrumentation","P1","candidate","OTEL"
"架构、云原生与运维","可观测性","指标基数","Metric Cardinality","metric-cardinality","P1","candidate","OTEL"
"架构、云原生与运维","可观测性","采集器","Telemetry Collector","telemetry-collector","P1","candidate","OTEL"
"架构、云原生与运维","可观测性","导出器","Telemetry Exporter","telemetry-exporter","P1","candidate","OTEL"
"架构、云原生与运维","可观测性","遥测采样","Telemetry Sampling","telemetry-sampling","P1","candidate","OTEL"
"架构、云原生与运维","可观测性","追踪上下文","Trace Context","trace-context","P1","candidate","OTEL"
