"category","sub_category","zh","en","slug","priority","status","source_key"
"前端与 Web 平台","组件模型","属性参数","Props","props","P0","candidate","REACT"
"前端与 Web 平台","组件模型","Hook","Hook","hook","P0","candidate","REACT"
"前端与 Web 平台","组件模型","副作用","Effect","effect","P1","candidate","REACT"
"前端与 Web 平台","组件模型","React 上下文","React Context","react-context","P1","candidate","REACT"
"前端与 Web 平台","组件模型","组件引用","Ref","ref","P1","candidate","REACT"
"前端与 Web 平台","浏览器","浏览器 API","Browser API","browser-api","P0","candidate","MDN"
"前端与 Web 平台","网络请求","Fetch API","Fetch API","fetch-api","P0","candidate","MDN"
"前端与 Web 平台","异步","Promise","Promise","promise","P0","candidate","MDN"
"前端与 Web 平台","异步","异步等待","Async / Await","async-await","P0","candidate","MDN"
"前端与 Web 平台","模块化","模块","Module","module","P0","candidate","TS"
"前端与 Web 平台","构建产物","资源包","Bundle","bundle","P1","candidate","NEXT"
"前端与 Web 平台","性能","摇树优化","Tree Shaking","tree-shaking","P1","candidate","NEXT"
"前端与 Web 平台","性能","代码分割","Code Splitting","code-splitting","P0","candidate","NEXT"
"前端与 Web 平台","性能","懒加载","Lazy Loading","lazy-loading","P0","candidate","MDN"
"前端与 Web 平台","渲染","水合","Hydration","hydration","P1","candidate","NEXT"
"前端与 Web 平台","渲染","客户端渲染","Client-Side Rendering","csr","P0","candidate","NEXT"
"前端与 Web 平台","渲染","服务端渲染","Server-Side Rendering","ssr","P0","candidate","NEXT"
"前端与 Web 平台","渲染","静态站点生成","Static Site Generation","ssg","P0","candidate","NEXT"
"前端与 Web 平台","渲染","增量静态再生成","Incremental Static Regeneration","isr","P1","candidate","NEXT"
"前端与 Web 平台","渲染","服务器组件","Server Component","server-component","P1","candidate","NEXT"
"前端与 Web 平台","渲染","客户端组件","Client Component","client-component","P1","candidate","NEXT"
"前端与 Web 平台","路由","路由","Routing","routing","P0","candidate","NEXT"
"前端与 Web 平台","路由","动态路由","Dynamic Route","dynamic-route","P1","candidate","NEXT"
"前端与 Web 平台","路由","布局组件","Layout","layout","P1","candidate","NEXT"
"前端与 Web 平台","浏览器存储","Cookie","Cookie","cookie","P0","candidate","MDN"
"前端与 Web 平台","浏览器存储","本地存储","Local Storage","local-storage","P0","candidate","MDN"
"前端与 Web 平台","浏览器存储","会话存储","Session Storage","session-storage","P1","candidate","MDN"
"前端与 Web 平台","离线能力","Service Worker","Service Worker","service-worker","P1","candidate","MDN"
"前端与 Web 平台","离线能力","渐进式 Web 应用","Progressive Web App","pwa","P1","candidate","MDN"
"前端与 Web 平台","实时通信","WebSocket","WebSocket","websocket","P0","candidate","MDN"
"前端与 Web 平台","实时通信","服务器发送事件","Server-Sent Events","sse","P1","candidate","MDN"
"前端与 Web 平台","跨域","跨源资源共享","Cross-Origin Resource Sharing","cors","P0","candidate","MDN"
"前端与 Web 平台","搜索发现","搜索引擎优化","Search Engine Optimization","seo","P0","candidate","MDN"
"前端与 Web 平台","搜索发现","页面元数据","Metadata","metadata","P1","candidate","NEXT"
"前端与 Web 平台","性能","核心网页指标","Core Web Vitals","core-web-vitals","P0","candidate","WEBDEV"
"前端与 Web 平台","性能","最大内容绘制","Largest Contentful Paint","lcp","P1","candidate","WEBDEV"
"前端与 Web 平台","性能","累积布局偏移","Cumulative Layout Shift","cls","P1","candidate","WEBDEV"
"前端与 Web 平台","性能","交互到下一次绘制","Interaction to Next Paint","inp","P1","candidate","WEBDEV"
"前端与 Web 平台","无障碍","无障碍树","Accessibility Tree","accessibility-tree","P1","candidate","MDN"
"前端与 Web 平台","无障碍","ARIA","Accessible Rich Internet Applications","aria","P1","candidate","W3C_WAI"
"前端与 Web 平台","无障碍","焦点管理","Focus Management","focus-management","P0","candidate","W3C_WAI"
"前端与 Web 平台","体验模式","骨架屏","Skeleton Screen","skeleton-screen","P0","candidate","MATERIAL"
"前端与 Web 平台","体验模式","乐观更新","Optimistic UI","optimistic-ui","P1","candidate","REACT"
"前端与 Web 平台","性能","虚拟列表","List Virtualization","list-virtualization","P2","candidate","REACT"
"前端与 Web 平台","组件模型","传送门","Portal","portal","P2","candidate","REACT"
"后端与 API","接口基础","API 接口","Application Programming Interface","api","P0","existing","MDN"
"后端与 API","身份权限","认证","Authentication","auth","P0","existing","OIDC"
"后端与 API","性能","缓存","Cache","cache","P0","existing","RFC_HTTP"
"后端与 API","异步任务","队列","Queue","queue","P0","existing","REDIS"
"后端与 API","接口风格","REST","Representational State Transfer","rest","P0","existing","RFC_HTTP"
"后端与 API","事件通知","Webhook","Webhook","webhook","P0","existing","OAS"
"后端与 API","服务基础","服务器","Server","server","P0","candidate","MDN"
"后端与 API","HTTP","请求","Request","request","P0","candidate","RFC_HTTP"
"后端与 API","HTTP","响应","Response","response","P0","candidate","RFC_HTTP"
"后端与 API","HTTP","HTTP 方法","HTTP Method","http-method","P0","candidate","RFC_HTTP"
"后端与 API","HTTP","状态码","Status Code","status-code","P0","candidate","RFC_HTTP"
"后端与 API","HTTP","请求头","HTTP Header","http-header","P0","candidate","RFC_HTTP"
"后端与 API","HTTP","查询参数","Query Parameter","query-parameter","P0","candidate","OAS"
"后端与 API","HTTP","路径参数","Path Parameter","path-parameter","P0","candidate","OAS"
"后端与 API","HTTP","请求体","Request Body","request-body","P0","candidate","OAS"
"后端与 API","数据交换","JSON","JavaScript Object Notation","json","P0","candidate","OAS"
"后端与 API","数据交换","序列化","Serialization","serialization","P1","candidate","OAS"
"后端与 API","数据交换","反序列化","Deserialization","deserialization","P1","candidate","OAS"
"后端与 API","接口基础","端点","Endpoint","endpoint","P0","candidate","OAS"
"后端与 API","网关代理","API 网关","API Gateway","api-gateway","P1","candidate","AWS_WAF"
"后端与 API","网关代理","反向代理","Reverse Proxy","reverse-proxy","P1","candidate","MDN"
"后端与 API","网关代理","负载均衡","Load Balancer","load-balancer","P0","candidate","AWS_WAF"
"后端与 API","应用结构","服务端中间件","Server Middleware","server-middleware","P1","candidate","NEXT"
"后端与 API","应用结构","控制器","Controller","controller","P1","candidate","OAS"
"后端与 API","应用结构","服务层","Service Layer","service-layer","P2","candidate","AWS_WAF"
"后端与 API","身份权限","会话","Session","session","P0","candidate","OIDC"
"后端与 API","身份权限","JWT","JSON Web Token","jwt","P0","candidate","OIDC"
"后端与 API","身份权限","OAuth","OAuth 2.0","oauth","P0","candidate","OIDC"
"后端与 API","身份权限","OpenID Connect","OpenID Connect","openid-connect","P1","candidate","OIDC"
"后端与 API","身份权限","授权","Authorization","authorization","P0","candidate","OIDC"
"后端与 API","身份权限","基于角色的访问控制","Role-Based Access Control","rbac","P1","candidate","OWASP"
"后端与 API","身份权限","API 密钥","API Key","api-key","P0","candidate","OAS"
"后端与 API","可靠性","限流","Rate Limiting","rate-limiting","P0","candidate","REDIS"
"后端与 API","可靠性","幂等性","Idempotency","idempotency","P0","candidate","RFC_HTTP"
"后端与 API","数据读取","分页","Pagination","pagination","P0","candidate","OAS"
"后端与 API","数据读取","游标分页","Cursor Pagination","cursor-pagination","P1","candidate","GRAPHQL"
"后端与 API","可靠性","重试","Retry","retry","P0","candidate","AWS_WAF"
"后端与 API","可靠性","指数退避","Exponential Backoff","exponential-backoff","P1","candidate","AWS_WAF"
"后端与 API","可靠性","超时","Timeout","timeout","P0","candidate","GRPC"
"后端与 API","可靠性","熔断器","Circuit Breaker","circuit-breaker","P2","candidate","AWS_WAF"
"后端与 API","可靠性","健康检查","Health Check","health-check","P1","candidate","AWS_WAF"
"后端与 API","接口风格","RPC","Remote Procedure Call","rpc","P1","candidate","GRPC"
"后端与 API","接口风格","gRPC","gRPC","grpc","P1","candidate","GRPC"
"后端与 API","数据交换","Protocol Buffers","Protocol Buffers","protocol-buffers","P2","candidate","GRPC"
"后端与 API","接口风格","GraphQL","GraphQL","graphql","P1","candidate","GRAPHQL"
"后端与 API","GraphQL","GraphQL 模式","GraphQL Schema","graphql-schema","P2","candidate","GRAPHQL"
"后端与 API","GraphQL","查询","Query","graphql-query","P1","candidate","GRAPHQL"
"后端与 API","GraphQL","变更","Mutation","graphql-mutation","P1","candidate","GRAPHQL"
"后端与 API","GraphQL","解析器","Resolver","resolver","P2","candidate","GRAPHQL"
"后端与 API","GraphQL","订阅","Subscription","graphql-subscription","P2","candidate","GRAPHQL"
"后端与 API","接口文档","OpenAPI","OpenAPI Specification","openapi","P0","candidate","OAS"
"后端与 API","接口文档","SDK","Software Development Kit","sdk","P0","candidate","OAS"
"后端与 API","异步任务","后台任务","Background Job","background-job","P0","candidate","REDIS"
"后端与 API","异步任务","定时任务","Cron Job","cron-job","P0","candidate","REDIS"
"后端与 API","消息系统","消息代理","Message Broker","message-broker","P1","candidate","REDIS"
"后端与 API","消息系统","发布订阅","Publish / Subscribe","pub-sub","P1","candidate","REDIS"
"后端与 API","消息系统","事件驱动","Event-Driven","event-driven","P1","candidate","REDIS"
"数据与存储","基础","数据库","Database","database","P0","existing","POSTGRES"
"数据与存储","数据库类型","关系型数据库","Relational Database","relational-database","P0","candidate","POSTGRES"
"数据与存储","查询语言","SQL","Structured Query Language","sql","P0","candidate","POSTGRES"
"数据与存储","数据库类型","NoSQL","Not Only SQL","nosql","P0","candidate","REDIS"
"数据与存储","数据结构","表","Table","table","P0","candidate","POSTGRES"
"数据与存储","数据结构","行","Row","row","P1","candidate","POSTGRES"
"数据与存储","数据结构","列","Column","column","P1","candidate","POSTGRES"
"数据与存储","数据结构","数据库模式","Database Schema","database-schema","P0","candidate","POSTGRES"
"数据与存储","约束","主键","Primary Key","primary-key","P0","candidate","POSTGRES"
"数据与存储","约束","外键","Foreign Key","foreign-key","P0","candidate","POSTGRES"
"数据与存储","查询性能","索引","Index","index","P0","candidate","POSTGRES"
"数据与存储","约束","唯一约束","Unique Constraint","unique-constraint","P1","candidate","POSTGRES"
"数据与存储","查询","连接查询","Join","join","P0","candidate","POSTGRES"
"数据与存储","查询","视图","View","view","P1","candidate","POSTGRES"
"数据与存储","事务","事务","Transaction","transaction","P0","candidate","POSTGRES"
"数据与存储","事务","ACID","Atomicity Consistency Isolation Durability","acid","P1","candidate","POSTGRES"
"数据与存储","事务","隔离级别","Isolation Level","isolation-level","P2","candidate","POSTGRES"
"数据与存储","变更管理","数据库迁移","Database Migration","database-migration","P0","candidate","POSTGRES"
"数据与存储","变更管理","种子数据","Seed Data","seed-data","P1","candidate","POSTGRES"
"数据与存储","开发工具","ORM","Object-Relational Mapping","orm","P0","candidate","POSTGRES"
"数据与存储","开发工具","查询构建器","Query Builder","query-builder","P1","candidate","POSTGRES"
"数据与存储","连接","连接池","Connection Pool","connection-pool","P1","candidate","POSTGRES"
"数据与存储","建模","规范化","Normalization","normalization","P2","candidate","POSTGRES"
"数据与存储","建模","反规范化","Denormalization","denormalization","P2","candidate","POSTGRES"
"数据与存储","扩展","复制","Replication","replication","P1","candidate","POSTGRES"
"数据与存储","扩展","分片","Sharding","sharding","P1","candidate","POSTGRES"
"数据与存储","扩展","分区","Partitioning","partitioning","P2","candidate","POSTGRES"
"数据与存储","容灾","备份","Backup","backup","P0","candidate","POSTGRES"
"数据与存储","容灾","恢复","Restore","restore","P0","candidate","POSTGRES"
"数据与存储","建模","数据模型","Data Model","data-model","P0","candidate","POSTGRES"
"数据与存储","建模","实体","Entity","entity","P1","candidate","POSTGRES"
"数据与存储","建模","关系","Relationship","relationship","P1","candidate","POSTGRES"
"数据与存储","操作","增删改查","CRUD","crud","P0","candidate","POSTGRES"
"数据与存储","缓存","过期时间","Time to Live","ttl","P0","candidate","REDIS"
"数据与存储","缓存","缓存失效","Cache Invalidation","cache-invalidation","P1","candidate","RFC_HTTP"
"数据与存储","数据库类型","键值数据库","Key-Value Database","key-value-database","P1","candidate","REDIS"
"数据与存储","数据库类型","文档数据库","Document Database","document-database","P1","candidate","REDIS"
"数据与存储","数据库类型","图数据库","Graph Database","graph-database","P2","candidate","REDIS"
"数据与存储","数据库类型","时序数据库","Time-Series Database","time-series-database","P2","candidate","REDIS"
"数据与存储","AI 数据","向量数据库","Vector Database","vector-database","P1","candidate","REDIS"
"数据与存储","AI 数据","向量搜索","Vector Search","vector-search","P1","candidate","REDIS"
"数据与存储","搜索","全文搜索","Full-Text Search","full-text-search","P0","candidate","POSTGRES"
"数据与存储","搜索","模糊搜索","Fuzzy Search","fuzzy-search","P0","candidate","MDN"
"数据与存储","搜索","倒排索引","Inverted Index","inverted-index","P2","candidate","POSTGRES"
"数据与存储","数据管道","ETL","Extract Transform Load","etl","P2","candidate","AWS_WAF"
"数据与存储","数据管道","变更数据捕获","Change Data Capture","cdc","P2","candidate","REDIS"
"数据与存储","分析","数据仓库","Data Warehouse","data-warehouse","P2","candidate","AWS_WAF"
"数据与存储","分析","数据湖","Data Lake","data-lake","P2","candidate","AWS_WAF"
"数据与存储","一致性","最终一致性","Eventual Consistency","eventual-consistency","P1","candidate","AWS_WAF"
"数据与存储","一致性","CAP 定理","CAP Theorem","cap-theorem","P2","candidate","AWS_WAF"
"数据与存储","并发控制","乐观锁","Optimistic Locking","optimistic-locking","P2","candidate","POSTGRES"
"数据与存储","并发控制","悲观锁","Pessimistic Locking","pessimistic-locking","P2","candidate","POSTGRES"
"AI·Agent","模型基础","大模型","Large Language Model","llm","P0","existing","OPENAI"
"AI·Agent","提示与指令","提示词","Prompt","prompt","P0","existing","OPENAI"
"AI·Agent","上下文","上下文","Context","context","P0","existing","OPENAI"
"AI·Agent","计量","Token","Token","token","P0","existing","OPENAI"
"AI·Agent","智能体","智能体","Agent","agent","P0","existing","OPENAI"
"AI·Agent","工具","工具调用","Tool Calling","tools","P0","existing","OPENAI"
"AI·Agent","记忆","记忆","Memory","memory","P0","existing","OPENAI"
"AI·Agent","检索增强","RAG","Retrieval-Augmented Generation","rag","P0","existing","OPENAI"
"AI·Agent","协议","MCP","Model Context Protocol","mcp","P0","existing","MCP"
"AI·Agent","模型基础","生成式 AI","Generative AI","generative-ai","P0","candidate","OPENAI"
"AI·Agent","模型基础","Transformer","Transformer","transformer","P2","candidate","OPENAI"
"AI·Agent","模型基础","多模态","Multimodal","multimodal","P0","candidate","OPENAI"
"AI·Agent","模型基础","推理模型","Reasoning Model","reasoning-model","P0","candidate","OPENAI"
"AI·Agent","提示与指令","系统提示词","System Prompt","system-prompt","P0","candidate","OPENAI"
"AI·Agent","提示与指令","少样本提示","Few-Shot Prompting","few-shot-prompting","P1","candidate","ANTHROPIC"
"AI·Agent","提示与指令","零样本提示","Zero-Shot Prompting","zero-shot-prompting","P1","candidate","ANTHROPIC"
"AI·Agent","生成参数","温度","Temperature","temperature","P0","candidate","OPENAI"
"AI·Agent","生成参数","Top P","Top P","top-p","P2","candidate","OPENAI"
"AI·Agent","生成参数","随机种子","Seed","seed","P2","candidate","GEMINI"
"AI·Agent","上下文","上下文窗口","Context Window","context-window","P0","candidate","OPENAI"
"AI·Agent","计量","分词","Tokenization","tokenization","P1","candidate","OPENAI"
"AI·Agent","可靠性","幻觉","Hallucination","hallucination","P0","candidate","OPENAI"
"AI·Agent","可靠性","事实落地","Grounding","grounding","P0","candidate","GEMINI"
"AI·Agent","可靠性","引用","Citation","citation","P1","candidate","OPENAI"
"AI·Agent","输出控制","结构化输出","Structured Output","structured-output","P0","candidate","OPENAI"
"AI·Agent","输出控制","JSON Schema","JSON Schema","json-schema","P1","candidate","GEMINI"
"AI·Agent","工具","函数调用","Function Calling","function-calling","P0","candidate","OPENAI"
"AI·Agent","工具","工具选择","Tool Choice","tool-choice","P1","candidate","OPENAI"
"AI·Agent","工具","工具结果","Tool Result","tool-result","P1","candidate","OPENAI"
"AI·Agent","智能体","智能体循环","Agent Loop","agent-loop","P0","candidate","OPENAI"
"AI·Agent","智能体","规划与执行","Plan and Execute","plan-and-execute","P1","candidate","OPENAI"
"AI·Agent","智能体","ReAct","Reason and Act","react-agent","P2","candidate","OPENAI"
"AI·Agent","智能体","编排","Orchestration","agent-orchestration","P1","candidate","OPENAI"
"AI·Agent","智能体","交接","Handoff","handoff","P1","candidate","OPENAI"
"AI·Agent","智能体","子智能体","Subagent","subagent","P1","candidate","OPENAI"
"AI·Agent","安全控制","人在回路","Human in the Loop","human-in-the-loop","P0","candidate","MCP"
"AI·Agent","安全控制","护栏","Guardrail","guardrail","P0","candidate","OPENAI"
"AI·Agent","安全控制","内容审核","Moderation","moderation","P1","candidate","OPENAI"
"AI·Agent","评估","评测","Evaluation","eval","P0","candidate","OPENAI"
"AI·Agent","评估","基准测试","Benchmark","benchmark","P1","candidate","OPENAI"
"AI·Agent","评估","评分器","Grader","grader","P1","candidate","OPENAI"
"AI·Agent","评估","黄金数据集","Golden Dataset","golden-dataset","P2","candidate","OPENAI"
"AI·Agent","训练","微调","Fine-Tuning","fine-tuning","P1","candidate","OPENAI"
"AI·Agent","训练","监督微调","Supervised Fine-Tuning","sft","P2","candidate","OPENAI"
"AI·Agent","训练","人类反馈强化学习","Reinforcement Learning from Human Feedback","rlhf","P2","candidate","OPENAI"
"AI·Agent","训练","模型蒸馏","Model Distillation","model-distillation","P2","candidate","OPENAI"
"AI·Agent","检索增强","嵌入","Embedding","embedding","P0","candidate","OPENAI"
"AI·Agent","检索增强","向量存储","Vector Store","vector-store","P1","candidate","OPENAI"
"AI·Agent","检索增强","检索","Retrieval","retrieval","P0","candidate","OPENAI"
"AI·Agent","检索增强","分块","Chunking","chunking","P0","candidate","OPENAI"
"AI·Agent","检索增强","重排序","Reranking","reranking","P1","candidate","OPENAI"
"AI·Agent","检索增强","语义搜索","Semantic Search","semantic-search","P0","candidate","REDIS"
"AI·Agent","检索增强","混合搜索","Hybrid Search","hybrid-search","P1","candidate","REDIS"
"AI·Agent","性能","提示缓存","Prompt Caching","prompt-caching","P1","candidate","OPENAI"
"AI·Agent","性能","KV 缓存","KV Cache","kv-cache","P2","candidate","GEMINI"
"AI·Agent","性能","批量推理","Batch Inference","batch-inference","P2","candidate","GEMINI"
"AI·Agent","性能","流式输出","Streaming Output","streaming-output","P0","candidate","OPENAI"
"AI·Agent","性能","首字延迟","Time to First Token","ttft","P1","candidate","GEMINI"
"AI·Agent","性能","吞吐量","Throughput","ai-throughput","P1","candidate","GEMINI"
"AI·Agent","模型选择","模型路由","Model Routing","model-routing","P1","candidate","OPENAI"
"AI·Agent","模型选择","备用模型","Model Fallback","model-fallback","P1","candidate","OPENAI"
"AI·Agent","记忆","智能体记忆","Agent Memory","agent-memory","P1","candidate","REDIS"
"AI·Agent","记忆","工作记忆","Working Memory","working-memory","P1","candidate","REDIS"
"AI·Agent","记忆","长期记忆","Long-Term Memory","long-term-memory","P1","candidate","REDIS"
"AI·Agent","MCP","MCP Host","MCP Host","mcp-host","P1","candidate","MCP"
"AI·Agent","MCP","MCP Client","MCP Client","mcp-client","P1","candidate","MCP"
"AI·Agent","MCP","MCP Server","MCP Server","mcp-server","P1","candidate","MCP"
"AI·Agent","MCP","MCP 资源","MCP Resource","mcp-resource","P1","candidate","MCP"
"AI·Agent","MCP","MCP 提示模板","MCP Prompt","mcp-prompt","P2","candidate","MCP"
"AI·Agent","MCP","MCP 工具","MCP Tool","mcp-tool","P1","candidate","MCP"
"AI·Agent","MCP","采样","Sampling","sampling","P2","candidate","MCP"
"AI·Agent","MCP","传输层","Transport","transport","P2","candidate","MCP"
"AI·Agent","MCP","能力协商","Capability Negotiation","capability-negotiation","P2","candidate","MCP"
"AI·Agent","模型选择","模型提供商","Model Provider","model-provider","P0","candidate","OPENAI"
"AI·Agent","使用限制","API 配额","API Quota","api-quota","P0","candidate","OPENAI"
"AI·Agent","模型控制","推理强度","Reasoning Effort","reasoning-effort","P1","candidate","OPENAI"
"AI·Agent","上下文","上下文压缩","Compaction","compaction","P1","candidate","OPENAI"
"语言、技术栈与工程化","技术选型","框架与库","Framework and Library","framework","P0","existing","TS"
"语言、技术栈与工程化","技术选型","静态站点与服务器渲染","SSG / SSR","ssg-ssr","P0","existing","NEXT"
"语言、技术栈与工程化","交付","部署与托管","Deployment and Hosting","deploy","P0","existing","VERCEL"
"语言、技术栈与工程化","技术选型","库","Library","library","P0","existing","TS"
"语言、技术栈与工程化","执行环境","运行时","Runtime","runtime","P0","existing","NODE"
"语言、技术栈与工程化","依赖管理","包管理","Package Management","package","P0","existing","NPM"
"语言、技术栈与工程化","编程语言","TypeScript","TypeScript","typescript","P0","existing","TS"
"语言、技术栈与工程化","编程语言","编程语言","Programming Language","programming-language","P0","candidate","PYTHON"
"语言、技术栈与工程化","编译执行","编译器","Compiler","compiler","P1","candidate","TS"
"语言、技术栈与工程化","编译执行","解释器","Interpreter","interpreter","P1","candidate","PYTHON"
"语言、技术栈与工程化","编译执行","转译器","Transpiler","transpiler","P1","candidate","TS"
"语言、技术栈与工程化","构建","构建工具","Build Tool","build-tool","P0","candidate","NEXT"
"语言、技术栈与工程化","构建","打包器","Bundler","bundler","P0","candidate","NEXT"
"语言、技术栈与工程化","开发体验","开发服务器","Development Server","dev-server","P0","candidate","NEXT"
"语言、技术栈与工程化","开发体验","热重载","Hot Reload","hot-reload","P0","candidate","NEXT"
"语言、技术栈与工程化","开发体验","热模块替换","Hot Module Replacement","hmr","P1","candidate","NEXT"
"语言、技术栈与工程化","依赖管理","依赖","Dependency","dependency","P0","candidate","NPM"
"语言、技术栈与工程化","依赖管理","开发依赖","Development Dependency","dev-dependency","P1","candidate","NPM"
"语言、技术栈与工程化","依赖管理","同级依赖","Peer Dependency","peer-dependency","P2","candidate","NPM"
"语言、技术栈与工程化","版本管理","语义化版本","Semantic Versioning","semantic-versioning","P0","candidate","NPM"
"语言、技术栈与工程化","依赖管理","锁文件","Lockfile","lockfile","P0","candidate","NPM"
"语言、技术栈与工程化","依赖管理","包注册表","Package Registry","package-registry","P1","candidate","NPM"
"语言、技术栈与工程化","仓库组织","单体仓库","Monorepo","monorepo","P1","candidate","NPM"
"语言、技术栈与工程化","仓库组织","包工作区","Workspace","workspace","P1","candidate","NPM"
"语言、技术栈与工程化","自动化","脚本","Script","script","P0","candidate","NPM"
"语言、技术栈与工程化","配置","环境变量","Environment Variable","environment-variable","P0","candidate","NODE"
"语言、技术栈与工程化","配置","配置文件","Configuration File","configuration-file","P0","candidate","TS"
"语言、技术栈与工程化","配置","功能开关","Feature Flag","feature-flag","P1","candidate","AWS_WAF"
"语言、技术栈与工程化","兼容性","垫片","Polyfill","polyfill","P1","candidate","MDN"
"语言、技术栈与工程化","调试","源映射","Source Map","source-map","P1","candidate","MDN"
"语言、技术栈与工程化","代码质量","代码检查器","Linter","linter","P0","candidate","TS"
"语言、技术栈与工程化","代码质量","格式化器","Formatter","formatter","P0","candidate","TS"
"语言、技术栈与工程化","代码质量","静态分析","Static Analysis","static-analysis","P1","candidate","TS"
"语言、技术栈与工程化","类型系统","类型系统","Type System","type-system","P1","candidate","TS"
"语言、技术栈与工程化","类型系统","类型推断","Type Inference","type-inference","P1","candidate","TS"
"语言、技术栈与工程化","类型系统","接口","Interface","interface","P1","candidate","TS"
"语言、技术栈与工程化","类型系统","泛型","Generic","generic","P1","candidate","TS"
"语言、技术栈与工程化","类型系统","联合类型","Union Type","union-type","P2","candidate","TS"
"语言、技术栈与工程化","模块化","模块解析","Module Resolution","module-resolution","P2","candidate","TS"
"语言、技术栈与工程化","模块化","ES 模块","ECMAScript Module","esm","P1","candidate","TS"
"语言、技术栈与工程化","模块化","CommonJS","CommonJS","commonjs","P2","candidate","NODE"
"语言、技术栈与工程化","工具","命令行界面","Command-Line Interface","cli","P0","candidate","NODE"
"语言、技术栈与工程化","工具","Shell","Shell","shell","P1","candidate","NODE"
"语言、技术栈与工程化","执行环境","进程","Process","process","P1","candidate","NODE"
"语言、技术栈与工程化","执行环境","线程","Thread","thread","P1","candidate","PYTHON"
"语言、技术栈与工程化","执行环境","事件循环","Event Loop","event-loop","P0","candidate","NODE"
"语言、技术栈与工程化","执行环境","异步 I/O","Asynchronous I/O","async-io","P1","candidate","NODE"
"语言、技术栈与工程化","数据流","流","Stream","stream","P1","candidate","NODE"
"语言、技术栈与工程化","数据流","缓冲区","Buffer","buffer","P2","candidate","NODE"
"语言、技术栈与工程化","系统能力","文件系统","File System","file-system","P1","candidate","NODE"
"语言、技术栈与工程化","模块化","路径别名","Path Alias","path-alias","P1","candidate","TS"
"语言、技术栈与工程化","自动化","代码生成","Code Generation","code-generation","P1","candidate","OAS"
"语言、技术栈与工程化","数据校验","模式校验","Schema Validation","schema-validation","P0","candidate","OAS"
"语言、技术栈与工程化","环境隔离","虚拟环境","Virtual Environment","virtual-environment","P1","candidate","PYTHON"
"语言、技术栈与工程化","基础能力","标准库","Standard Library","standard-library","P1","candidate","PYTHON"
"Git、协作与交付","版本管理","仓库与提交","Repository and Commit","repo-commit","P0","existing","GIT"
"Git、协作与交付","版本管理","分支","Branch","branch","P0","existing","GIT"
"Git、协作与交付","版本管理","工作区","Working Tree","working-tree","P0","candidate","GIT"
"Git、协作与交付","版本管理","暂存区","Staging Area","staging-area","P0","candidate","GIT"
"Git、协作与交付","版本管理","提交哈希","Commit SHA","commit-sha","P1","candidate","GIT"
"Git、协作与交付","版本管理","差异","Diff","diff","P0","candidate","GIT"
"Git、协作与交付","版本管理","提交历史","Git Log","git-log","P1","candidate","GIT"
"Git、协作与交付","版本管理","HEAD","HEAD","head","P1","candidate","GIT"
"Git、协作与交付","版本管理","切换分支","Checkout / Switch","checkout-switch","P0","candidate","GIT"
"Git、协作与交付","远程协作","远程仓库","Remote","remote","P0","candidate","GIT"
"Git、协作与交付","远程协作","Origin","Origin","origin","P1","candidate","GIT"
"Git、协作与交付","远程协作","克隆","Clone","clone","P0","candidate","GIT"
